Setor;Subsetor;Segmento;Codigo;Nome;Cod_Clase;Classe;
Consumo Cíclico;Comércio;Tecidos, Vestuário e Calçados;AMAR;LOJAS MARISA;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Tecidos, Vestuário e Calçados;LREN;LOJAS RENNER;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Tecidos, Vestuário e Calçados;SBFG;Centauro;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Eletrodomésticos;ALLD;ALLIED;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Eletrodomésticos;MGLU;MAGAZ LUIZA ;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Eletrodomésticos;VVAR;VIAVAREJO;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Produtos Diversos;BTOW;B2W DIGITAL;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Produtos Diversos;CNTO;CENTAURO;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Produtos Diversos;ESPA;ESPACOLASER;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Produtos Diversos;LAME;LOJAS AMERIC;N1;(N1) Nível 1 de Governança Corporativa;
Consumo Cíclico;Comércio;Produtos Diversos;PETZ;PETZ;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Produtos Diversos;LJQQ;QUERO-QUERO;NM;(NM) Novo Mercado;
Consumo Cíclico;Comércio;Produtos Diversos;SLED;SARAIVA LIVR;N2;(N2) Nível 2 de Governança Corporativa;
Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;BIOM;BIOMM       ;MA;(MA) Bovespa Mais;
Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;NRTQ;NORTCQUIMICA;MA;(MA) Bovespa Mais;
Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;OFSA;OUROFINO S/A;NM;(NM) Novo Mercado;
Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;GBIO;Biotoscana;DR3;(DR3) BDR Nível 3;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;AALR;ALLIAR;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;DASA;DASA        ;Null;Null;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;FLRY;FLEURY      ;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;HAPV;HAPVIDA;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;PARD;IHPARDINI;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;GNDI;INTERMEDICA;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;MATD;MATER DEI;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;ODPV;ODONTOPREV  ;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;QUAL;QUALICORP   ;NM;(NM) Novo Mercado;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Serviços Médico - Hospitalares, Análises e Diagnósticos;RDOR;REDE D OR;NM;(NM) Novo Mercado;
Saúde;Equipamentos;Equipamentos;BALM;BAUMER      ;Null;Null;
Saúde;Equipamentos;Equipamentos;LMED;LIFEMED;MA;(MA) Bovespa Mais;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;BLAU;BLAU;NM;(NM) Novo Mercado;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;PNVL;DIMED       ;Null;Null;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;DMVF;D1000VFARMA;NM;(NM) Novo Mercado;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;HYPE;HYPERA;NM;(NM) Novo Mercado;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;PGMN;PAGUE MENOS;NM;(NM) Novo Mercado;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;PFRM;PROFARMA    ;NM;(NM) Novo Mercado;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;RADL;RAIADROGASIL    ;NM;(NM) Novo Mercado;
Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;INTB;INTELBRAS;NM;(NM) Novo Mercado;
Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;POSI;POSITIVO TEC;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;BMOB;BEMOBI TECH;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;BRQB;BRQ;MA;(MA) Bovespa Mais;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;ENJU;ENJOEI;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;NINJ;GETNINJAS;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;IFCM;INFRACOMM;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;LINX;LINX;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;LWSA;LOCAWEB;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;CASH;MELIUZ;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;MBLY;MOBLY;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;MOSI;MOSAICO;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;NGRD;NEOGRID;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;QUSW;QUALITY SOFT;MA;(MA) Bovespa Mais;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;SQIA;SINQIA;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;TOTS;TOTVS       ;NM;(NM) Novo Mercado;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;WEST;WESTWING;NM;(NM) Novo Mercado;
Comunicações;Telecomunicações;Telecomunicações;ALGT;ALGAR TELEC;Null;Null;
Comunicações;Telecomunicações;Telecomunicações;OIBR;OI;N1;(N1) Nível 1 de Governança Corporativa;
Comunicações;Telecomunicações;Telecomunicações;TELB;TELEBRAS    ;Null;Null;
Comunicações;Telecomunicações;Telecomunicações;VIVT;TELEF BRASIL;Null;Null;
Comunicações;Telecomunicações;Telecomunicações;TIMS;TIM;NM;(NM) Novo Mercado;
Comunicações;Mídia;Produção e Difusão de Filmes e Programas;CNSY;CINESYSTEM;MA;(MA) Bovespa Mais;
Comunicações;Mídia;Publicidade e Propaganda;ELMD;ELETROMIDIA;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;AESB;AES BRASIL;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;AESL;AES SUL     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;AFLT;AFLUENTE T  ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ALUP;ALUPAR;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CBEE;AMPLA ENERG ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CPTE;CACHOEIRA;MB;(MB) Balcão Organizado Tradicional;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CEBR;CEB         ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CEED;CEEE-D      ;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EEEL;CEEE-GT     ;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CLSC;CELESC      ;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;GPAR;CELGPAR     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CEPE;CELPE       ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CMIG;CEMIG       ;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CMGD;CEMIG DIST  ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CMGT;CEMIG GT    ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CESP;CESP        ;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CEEB;COELBA      ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;COCE;COELCE      ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CPLE;COPEL       ;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CSRN;COSERN      ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CPFE;CPFL ENERGIA;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CPFG;CPFL GERACAO;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CPFP;CPFL PIRATIN;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;CPRE;CPFL RENOVAV;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EBEN;EBE         ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EKTR;ELEKTRO     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ELET;ELETROBRAS  ;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;LIPR;ELETROPAR   ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EMAE;EMAE        ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ENBR;ENERGIAS BR ;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ENGI;ENERGISA    ;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ENMT;ENERGISA MT;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ENER;ENERSUL     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ENEV;ENEVA;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EGIE;ENGIE BRASIL;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EQPA;EQTL PARA;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EQMA;EQTLMARANHAO;MB;(MB) Balcão Organizado Tradicional;
Utilidade Pública;Energia Elétrica;Energia Elétrica;EQTL;EQUATORIAL  ;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ESCE;ESCELSA     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;FGEN;FGENERGIA;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;POWE;FOCUS ON;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;GEPA;GER PARANAP ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;ITPB;ITAPEBI     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;LIGH;LIGHT       ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;LIGT;LIGHT S/A   ;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;NEOE;NEOENERGIA  ;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;OMGE;OMEGA GER;NM;(NM) Novo Mercado;
Utilidade Pública;Energia Elétrica;Energia Elétrica;PALF;PAUL F LUZ  ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;PRMN;PROMAN      ;MB;(MB) Balcão Organizado Tradicional;
Utilidade Pública;Energia Elétrica;Energia Elétrica;REDE;REDE ENERGIA;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;RNEW;RENOVA      ;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;STKF;STATKRAFT;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;STEN;STO ANTONIO;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;TIET;AES Tiete;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;TAEE;TAESA       ;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;TMPE;TERMOPE     ;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;TEPE;TERM. PE III;Null;Null;
Utilidade Pública;Energia Elétrica;Energia Elétrica;TRPL;TRAN PAULIST;N1;(N1) Nível 1 de Governança Corporativa;
Utilidade Pública;Energia Elétrica;Energia Elétrica;UPKP;UPTICK      ;MB;(MB) Balcão Organizado Tradicional;
Utilidade Pública;Água e Saneamento;Água e Saneamento;AMBP;AMBIPAR;NM;(NM) Novo Mercado;
Utilidade Pública;Água e Saneamento;Água e Saneamento;CASN;CASAN       ;Null;Null;
Utilidade Pública;Água e Saneamento;Água e Saneamento;CSMG;COPASA      ;NM;(NM) Novo Mercado;
Utilidade Pública;Água e Saneamento;Água e Saneamento;IGSN;IGUA SA  ;MA;(MA) Bovespa Mais;
Utilidade Pública;Água e Saneamento;Água e Saneamento;ORVR;ORIZON;NM;(NM) Novo Mercado;
Utilidade Pública;Água e Saneamento;Água e Saneamento;SBSP;SABESP      ;NM;(NM) Novo Mercado;
Utilidade Pública;Água e Saneamento;Água e Saneamento;SAPR;SANEPAR     ;N2;(N2) Nível 2 de Governança Corporativa;
Utilidade Pública;Água e Saneamento;Água e Saneamento;SNST;SANESALTO   ;Null;Null;
Utilidade Pública;Gás;Gás;CEGR;CEG         ;Null;Null;
Utilidade Pública;Gás;Gás;CGAS;COMGAS      ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;ABCB;ABC BRASIL  ;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;RPAD;ALFA HOLDING;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BRIV;ALFA INVEST ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BAZA;AMAZONIA    ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BMGB;BANCO BMG;N1;(N1) Nível 1 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BIDI;BANCO INTER;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BPAN;BANCO PAN;N1;(N1) Nível 1 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BGIP;BANESE      ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BEES;BANESTES    ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BPAR;BANPARA     ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BRSR;BANRISUL    ;N1;(N1) Nível 1 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BBDC;BRADESCO    ;N1;(N1) Nível 1 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BBAS;BRASIL      ;NM;(NM) Novo Mercado;
Financeiro;Intermediários Financeiros;Bancos;BSLI;BRB BANCO   ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BPAC;BTGP BANCO;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;ITSA;ITAUSA      ;N1;(N1) Nível 1 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;ITUB;ITAUUNIBANCO;N1;(N1) Nível 1 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BMEB;MERC BRASIL ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;BMIN;MERC INVEST ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;MODL;MODALMAIS;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;BNBR;NORD BRASIL ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;PRBC;PARANA      ;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;PINE;PINE        ;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Bancos;SANB;SANTANDER BR;Null;Null;
Financeiro;Intermediários Financeiros;Bancos;IDVL;Banco Indusval;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento;CRIV;ALFA FINANC ;Null;Null;
Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento;FNCN;FINANSINOS  ;Null;Null;
Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento;MERC;MERC FINANC ;Null;Null;
Financeiro;Intermediários Financeiros;Soc. Arrendamento Mercantil;BDLS;BRADESCO LSG;Null;Null;
Financeiro;Intermediários Financeiros;Soc. Arrendamento Mercantil;DBEN;DIBENS LSG  ;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;BZRS;BRAZIL REALT;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;BSCS;BRAZILIAN SC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;WTVR;BRPR 56 SEC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;CBSC;CIBRASEC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;ECOA;ECO SEC AGRO;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;GAFL;GAIA AGRO   ;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;GAIA;GAIA SECURIT;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;OCTS;OCTANTE SEC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;PDGS;PDG SECURIT ;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;PLSC;POLO CAP SEC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;RBRA;RBCAPITALRES;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;APCS;TRUESEC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;VERT;VERTCIASEC;Null;Null;
Financeiro;Securitizadoras de Recebíveis;Securitizadoras de Recebíveis;WTPI;WTORRE PIC  ;Null;Null;
Financeiro;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;BNDP;BNDESPAR    ;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;BFRE;BRAZILIAN FR;Null;Null;
Financeiro;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;G2DI;G2D INVEST;Null;Null;
Financeiro;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;GPIV;GP INVEST   ;DR3;(DR3) BDR Nível 3;
Financeiro;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;PDTC;PADTEC;NM;(NM) Novo Mercado;
Financeiro;Serviços Financeiros Diversos;Gestão de Recursos e Investimentos;PPLA;PPLA;DR3;(DR3) BDR Nível 3;
Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;B3SA;B3 ;NM;(NM) Novo Mercado;
Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;BOAS;BOA VISTA;NM;(NM) Novo Mercado;
Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;CIEL;CIELO       ;NM;(NM) Novo Mercado;
Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos;CARD;CSU CARDSYST;NM;(NM) Novo Mercado;
Financeiro;Previdência e Seguros;Seguradoras;BRGE;ALFA CONSORC;Null;Null;
Financeiro;Previdência e Seguros;Seguradoras;BBSE;BBSEGURIDADE;NM;(NM) Novo Mercado;
Financeiro;Previdência e Seguros;Seguradoras;CXSE;CAIXA SEGURI;NM;(NM) Novo Mercado;
Financeiro;Previdência e Seguros;Seguradoras;IRBR;IRBBRASIL RE;NM;(NM) Novo Mercado;
Financeiro;Previdência e Seguros;Seguradoras;PSSA;PORTO SEGURO;NM;(NM) Novo Mercado;
Financeiro;Previdência e Seguros;Seguradoras;CSAB;SEG AL BAHIA;Null;Null;
Financeiro;Previdência e Seguros;Seguradoras;SULA;SUL AMERICA ;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Previdência e Seguros;Corretoras de Seguros;APER;ALPER S.A.;NM;(NM) Novo Mercado;
Financeiro;Previdência e Seguros;Corretoras de Seguros;WIZS;WIZ S.A.;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;ALSO;ALIANSCSONAE;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;BRML;BR MALLS PAR;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;BRPR;BR PROPERT  ;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;CORR;COR RIBEIRO ;Null;Null;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;CCPR;CYRE COM-CCP;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;GSHP;GENERALSHOPP;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;HBTS;HABITASUL   ;Null;Null;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;HBRE;HBR REALTY;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;IGBR;IGB S/A     ;Null;Null;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;IGTA;IGUATEMI    ;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;JPSA;JEREISSATI  ;Null;Null;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;LOGG;LOG COM PROP;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;MNZC;MENEZES CORT;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;MULT;MULTIPLAN   ;N2;(N2) Nível 2 de Governança Corporativa;
Financeiro;Exploração de Imóveis;Exploração de Imóveis;SCAR;SAO CARLOS  ;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Intermediação Imobiliária;BBRK;BR BROKERS  ;NM;(NM) Novo Mercado;
Financeiro;Exploração de Imóveis;Intermediação Imobiliária;LPSB;LOPES BRASIL;NM;(NM) Novo Mercado;
Financeiro;Holdings Diversificadas;Holdings Diversificadas;MOAR;MONT ARANHA ;Null;Null;
Financeiro;Holdings Diversificadas;Holdings Diversificadas;PEAB;PAR AL BAHIA;Null;Null;
Financeiro;Holdings Diversificadas;Holdings Diversificadas;SIMH;SIMPAR;NM;(NM) Novo Mercado;
Financeiro;Outros Títulos;Outros Títulos;CTBA;CEPAC - CTBA;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Outros Títulos;Outros Títulos;MCRJ;CEPAC - MCRJ;MB;(MB) Balcão Organizado Tradicional;
Financeiro;Outros Títulos;Outros Títulos;PMSP;CEPAC - PMSP;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;QVQP;524 PARTICIP;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;ALEF;ALEF S/A    ;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;ATOM;ATOMPAR;Null;Null;
Outros;Outros;Outros;BETP;BETAPART    ;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;CABI;CABINDA PART;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;CACO;CACONDE PART;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;MAPT;CEMEPE      ;Null;Null;
Outros;Outros;Outros;CMSA;CIMS        ;Null;Null;
Outros;Outros;Outros;OPGM;GAMA PART   ;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;FIGE;INVEST BEMGE;Null;Null;
Outros;Outros;Outros;JBDU;J B DUARTE  ;Null;Null;
Outros;Outros;Outros;MGIP;MGI PARTICIP;Null;Null;
Outros;Outros;Outros;OPHE;OPPORT ENERG;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;PPAR;POLPAR      ;Null;Null;
Outros;Outros;Outros;PRPT;PROMPT PART ;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;OPSE;SUDESTE S/A ;MB;(MB) Balcão Organizado Tradicional;
Outros;Outros;Outros;OPTS;SUL 116 PART;MB;(MB) Balcão Organizado Tradicional;